comment_id,period_id,entity_id,sector_code,measure_code,comment_text,author,language,created_at
144,202404,1,BBM,EBIT,"EBIT of EUR 57m (4.6% of TNS), +0.9% vs PY; favorable mix and fixed cost discipline.",M. Keller,EN,2024-04-04 11:49:00
145,202404,6,BBM,TNS,Net sales of EUR 380m (+6.2% vs PY) supported by new product ramp-ups; CF for FY confirmed.,K. Nagy,EN,2024-04-04 12:20:00
146,202404,6,BBM,EBIT,"EBIT margin at 4.8%, improving vs PY on productivity gains and lower material cost.",K. Nagy,EN,2024-04-04 12:20:00
147,202404,7,BBM,TNS,"TNS at EUR 266m, up +8.4% vs PY, driven by strong order intake in Chassis Systems Control and positive price effects.",P. Novak,EN,2024-04-09 15:47:00
148,202404,7,BBM,EBIT,"EBIT of EUR 13m (4.7% of TNS), +6.9% vs PY; favorable mix and fixed cost discipline.",P. Novak,EN,2024-04-09 15:47:00
149,202404,8,BBM,TNS,Net sales of EUR 268m (+6.4% vs PY) supported by new product ramp-ups; CF for FY confirmed.,L. Moreau,EN,2024-04-08 15:02:00
150,202404,8,BBM,EBIT,"EBIT margin at 4.7%, improving vs PY on productivity gains and lower material cost.",L. Moreau,EN,2024-04-08 15:02:00
151,202404,9,BBM,TNS,"TNS at EUR 747m, up +8.1% vs PY, driven by strong order intake in Powertrain Solutions and positive price effects.",R. Thompson,EN,2024-04-06 12:46:00
152,202404,9,BBM,EBIT,"EBIT margin at 4.9%, improving vs PY on productivity gains and lower material cost.",R. Thompson,EN,2024-04-06 12:46:00
153,202404,10,BBM,TNS,"TNS at EUR 263m, up +4.8% vs PY, driven by strong order intake in Powertrain Solutions and positive price effects.",D. Ramirez,EN,2024-04-04 13:17:00
154,202404,10,BBM,EBIT,"EBIT margin at 4.8%, improving vs PY on productivity gains and lower material cost.",D. Ramirez,EN,2024-04-04 13:17:00
155,202404,11,BBM,TNS,Net sales of EUR 184m (+5.5% vs PY) supported by new product ramp-ups; CF for FY confirmed.,F. Oliveira,EN,2024-04-03 10:24:00
156,202404,12,BBM,TNS,Net sales of EUR 933m (+6.5% vs PY) supported by new product ramp-ups; CF for FY confirmed.,W. Chen,EN,2024-04-08 13:52:00
157,202404,12,BBM,EBIT,"EBIT margin at 4.7%, improving vs PY on productivity gains and lower material cost.",W. Chen,EN,2024-04-08 13:52:00
158,202404,13,BBM,TNS,"TNS at EUR 245m, up +8.2% vs PY, driven by strong order intake in Powertrain Solutions and positive price effects.",A. Sharma,EN,2024-04-06 17:40:00
159,202404,14,BBM,TNS,Net sales of EUR 427m (+5.5% vs PY) supported by new product ramp-ups; CF for FY confirmed.,T. Sato,EN,2024-04-03 15:49:00
160,202404,14,BBM,EBIT,"EBIT margin at 4.8%, improving vs PY on productivity gains and lower material cost.",T. Sato,EN,2024-04-03 15:49:00
161,202404,15,BBM,TNS,"TNS at EUR 159m, up +6.7% vs PY, driven by strong order intake in Mobility Aftermarket and positive price effects.",G. Lim,EN,2024-04-04 10:50:00
162,202404,15,BBM,EBIT,"EBIT margin at 4.9%, improving vs PY on productivity gains and lower material cost.",G. Lim,EN,2024-04-04 10:50:00
163,202404,2,BBI,TNS,"Sales decline of -3.7% vs PY (EUR 313m); FX headwind approx. 1.5pp, underlying volume stable.",S. Brandt,EN,2024-04-03 16:56:00
164,202404,9,BBI,TNS,"Sales decline of -5.7% vs PY (EUR 93m); FX headwind approx. 1.5pp, underlying volume stable.",R. Thompson,EN,2024-04-04 11:52:00
165,202404,12,BBI,TNS,Net sales EUR 127m (-10.1% vs PY); weakness concentrated in Drive and Control Technology; pricing actions under review for H2.,W. Chen,EN,2024-04-05 13:14:00
166,202404,12,BBI,EBIT,"EBIT margin 8.6%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",W. Chen,EN,2024-04-05 13:14:00
167,202404,15,BBI,TNS,"TNS at EUR 44m, -11.6% below PY due to softer market demand and customer destocking; countermeasures initiated.",G. Lim,EN,2024-04-09 08:35:00
168,202404,15,BBI,EBIT,"EBIT at EUR 4m (9.0% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",G. Lim,EN,2024-04-09 08:35:00
169,202404,3,BBG,TNS,Net sales EUR 713m (-0.9% vs PY); weakness concentrated in BSH Home Appliances; pricing actions under review for H2.,A. Vogel,EN,2024-04-08 11:32:00
170,202404,4,BBG,TNS,"TNS at EUR 392m, up +0.8% vs PY, driven by strong order intake in BSH Home Appliances and positive price effects.",C. Winter,EN,2024-04-06 17:32:00
171,202404,11,BBG,TNS,"TNS at EUR 103m, -0.2% below PY due to softer market demand and customer destocking; countermeasures initiated.",F. Oliveira,EN,2024-04-07 12:17:00
172,202404,12,BBG,TNS,"TNS at EUR 306m, -4.2% below PY due to softer market demand and customer destocking; countermeasures initiated.",W. Chen,EN,2024-04-04 15:33:00
173,202404,12,BBG,EBIT,"EBIT at EUR 15m (5.0% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in BSH Home Appliances.",W. Chen,EN,2024-04-04 15:33:00
174,202404,15,BBG,TNS,Net sales EUR 99m (-4.8% vs PY); weakness concentrated in BSH Home Appliances; pricing actions under review for H2.,G. Lim,EN,2024-04-08 14:35:00
175,202404,1,BBE,TNS,Net sales of EUR 130m (+4.2% vs PY) supported by new product ramp-ups; CF for FY confirmed.,M. Keller,EN,2024-04-07 12:06:00
176,202404,5,BBE,TNS,"TNS at EUR 220m, up +4.4% vs PY, driven by strong order intake in Building Technologies and positive price effects.",J. Hoffmann,EN,2024-04-05 15:38:00
177,202404,5,BBE,EBIT,"EBIT margin at 6.5%, improving vs PY on productivity gains and lower material cost.",J. Hoffmann,EN,2024-04-05 15:38:00
178,202404,8,BBE,TNS,"TNS at EUR 69m, up +3.3% vs PY, driven by strong order intake in Home Comfort and positive price effects.",L. Moreau,EN,2024-04-05 09:22:00
179,202404,12,BBE,TNS,"Sales exceed prior year by +1.4% (EUR 101m); volume recovery in key accounts, FX tailwind approx. 0.8pp.",W. Chen,EN,2024-04-08 17:10:00
180,202404,13,BBE,TNS,Net sales of EUR 73m (+3.7% vs PY) supported by new product ramp-ups; CF for FY confirmed.,A. Sharma,EN,2024-04-03 14:01:00
181,202404,15,BBE,TNS,Net sales of EUR 51m (+5.3% vs PY) supported by new product ramp-ups; CF for FY confirmed.,G. Lim,EN,2024-04-09 10:15:00
182,202404,15,BBE,EBIT,"EBIT at EUR 3m (5.8% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Building Technologies.",G. Lim,EN,2024-04-09 10:15:00
183,202405,1,BBM,TNS,Net sales of EUR 1193m (+7.9% vs PY) supported by new product ramp-ups; CF for FY confirmed.,M. Keller,EN,2024-05-08 08:00:00
184,202405,1,BBM,EBIT,"EBIT margin at 4.7%, improving vs PY on productivity gains and lower material cost.",M. Keller,EN,2024-05-08 08:00:00
185,202405,6,BBM,TNS,Net sales of EUR 352m (+7.0% vs PY) supported by new product ramp-ups; CF for FY confirmed.,K. Nagy,EN,2024-05-07 08:26:00
186,202405,6,BBM,EBIT,"EBIT of EUR 17m (4.8% of TNS), +8.0% vs PY; favorable mix and fixed cost discipline.",K. Nagy,EN,2024-05-07 08:26:00
187,202405,7,BBM,TNS,"Sales exceed prior year by +8.6% (EUR 258m); volume recovery in key accounts, FX tailwind approx. 0.8pp.",P. Novak,EN,2024-05-08 12:27:00
188,202405,7,BBM,EBIT,"EBIT of EUR 13m (4.9% of TNS), +14.0% vs PY; favorable mix and fixed cost discipline.",P. Novak,EN,2024-05-08 12:27:00
189,202405,8,BBM,TNS,"TNS at EUR 262m, up +5.6% vs PY, driven by strong order intake in Powertrain Solutions and positive price effects.",L. Moreau,EN,2024-05-03 17:09:00
190,202405,8,BBM,EBIT,"EBIT of EUR 13m (4.9% of TNS), +8.1% vs PY; favorable mix and fixed cost discipline.",L. Moreau,EN,2024-05-03 17:09:00
191,202405,9,BBM,TNS,Net sales of EUR 713m (+5.0% vs PY) supported by new product ramp-ups; CF for FY confirmed.,R. Thompson,EN,2024-05-03 10:32:00
192,202405,9,BBM,EBIT,"EBIT of EUR 35m (4.9% of TNS), +5.4% vs PY; favorable mix and fixed cost discipline.",R. Thompson,EN,2024-05-03 10:32:00
193,202405,10,BBM,TNS,Net sales of EUR 259m (+3.9% vs PY) supported by new product ramp-ups; CF for FY confirmed.,D. Ramirez,EN,2024-05-04 13:52:00
194,202405,11,BBM,TNS,"TNS at EUR 178m, up +4.9% vs PY, driven by strong order intake in Automotive Electronics and positive price effects.",F. Oliveira,EN,2024-05-09 10:45:00
195,202405,11,BBM,EBIT,"EBIT margin at 4.9%, improving vs PY on productivity gains and lower material cost.",F. Oliveira,EN,2024-05-09 10:45:00
196,202405,12,BBM,TNS,"Sales exceed prior year by +7.6% (EUR 948m); volume recovery in key accounts, FX tailwind approx. 0.8pp.",W. Chen,EN,2024-05-04 11:19:00
197,202405,12,BBM,EBIT,"EBIT of EUR 45m (4.8% of TNS), +8.3% vs PY; favorable mix and fixed cost discipline.",W. Chen,EN,2024-05-04 11:19:00
198,202405,13,BBM,TNS,"TNS at EUR 237m, up +4.6% vs PY, driven by strong order intake in Powertrain Solutions and positive price effects.",A. Sharma,EN,2024-05-09 14:54:00
199,202405,13,BBM,EBIT,"EBIT at EUR 11m (4.6% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",A. Sharma,EN,2024-05-09 14:54:00
200,202405,14,BBM,TNS,Net sales of EUR 420m (+3.6% vs PY) supported by new product ramp-ups; CF for FY confirmed.,T. Sato,EN,2024-05-05 16:37:00
201,202405,14,BBM,EBIT,"EBIT of EUR 21m (5.1% of TNS), +9.7% vs PY; favorable mix and fixed cost discipline.",T. Sato,EN,2024-05-05 16:37:00
202,202405,15,BBM,TNS,Net sales of EUR 152m (+3.7% vs PY) supported by new product ramp-ups; CF for FY confirmed.,G. Lim,EN,2024-05-08 10:13:00
203,202405,2,BBI,TNS,Net sales EUR 300m (-7.4% vs PY); weakness concentrated in Drive and Control Technology; pricing actions under review for H2.,S. Brandt,EN,2024-05-04 10:32:00
204,202405,2,BBI,EBIT,"EBIT margin 9.2%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",S. Brandt,EN,2024-05-04 10:32:00
205,202405,9,BBI,TNS,Net sales EUR 92m (-5.6% vs PY); weakness concentrated in Drive and Control Technology; pricing actions under review for H2.,R. Thompson,EN,2024-05-03 17:37:00
206,202405,9,BBI,EBIT,"EBIT at EUR 8m (8.8% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",R. Thompson,EN,2024-05-03 17:37:00
207,202405,12,BBI,TNS,Net sales EUR 128m (-6.5% vs PY); weakness concentrated in Drive and Control Technology; pricing actions under review for H2.,W. Chen,EN,2024-05-07 09:49:00
208,202405,12,BBI,EBIT,"EBIT at EUR 11m (8.7% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",W. Chen,EN,2024-05-07 09:49:00
209,202405,15,BBI,TNS,"TNS at EUR 48m, -3.0% below PY due to softer market demand and customer destocking; countermeasures initiated.",G. Lim,EN,2024-05-03 11:41:00
210,202405,15,BBI,EBIT,"EBIT margin 7.9%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",G. Lim,EN,2024-05-03 11:41:00
211,202405,3,BBG,TNS,"Sales exceed prior year by +3.2% (EUR 768m); volume recovery in key accounts, FX tailwind approx. 0.8pp.",A. Vogel,EN,2024-05-08 10:05:00
212,202405,3,BBG,EBIT,"EBIT margin at 5.1%, improving vs PY on productivity gains and lower material cost.",A. Vogel,EN,2024-05-08 10:05:00
213,202405,4,BBG,TNS,"Sales exceed prior year by +1.8% (EUR 394m); volume recovery in key accounts, FX tailwind approx. 0.8pp.",C. Winter,EN,2024-05-09 12:16:00
214,202405,4,BBG,EBIT,"EBIT margin at 4.7%, improving vs PY on productivity gains and lower material cost.",C. Winter,EN,2024-05-09 12:16:00
215,202405,11,BBG,TNS,"Sales decline of -1.6% vs PY (EUR 105m); FX headwind approx. 1.5pp, underlying volume stable.",F. Oliveira,EN,2024-05-03 08:55:00
216,202405,12,BBG,TNS,"Sales decline of -0.8% vs PY (EUR 308m); FX headwind approx. 1.5pp, underlying volume stable.",W. Chen,EN,2024-05-07 17:31:00
217,202405,15,BBG,TNS,"Sales decline of -1.7% vs PY (EUR 98m); FX headwind approx. 1.5pp, underlying volume stable.",G. Lim,EN,2024-05-04 10:42:00
218,202405,15,BBG,EBIT,"EBIT margin 4.8%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",G. Lim,EN,2024-05-04 10:42:00
219,202405,1,BBE,TNS,"Sales exceed prior year by +6.5% (EUR 132m); volume recovery in key accounts, FX tailwind approx. 0.8pp.",M. Keller,EN,2024-05-04 08:13:00
220,202405,1,BBE,EBIT,"EBIT margin at 6.2%, improving vs PY on productivity gains and lower material cost.",M. Keller,EN,2024-05-04 08:13:00
221,202405,5,BBE,TNS,"TNS at EUR 214m, up +2.8% vs PY, driven by strong order intake in Building Technologies and positive price effects.",J. Hoffmann,EN,2024-05-08 08:33:00
222,202405,8,BBE,TNS,"TNS at EUR 67m, up +2.0% vs PY, driven by strong order intake in Home Comfort and positive price effects.",L. Moreau,EN,2024-05-06 12:54:00
223,202405,8,BBE,EBIT,"EBIT at EUR 4m (6.0% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Home Comfort.",L. Moreau,EN,2024-05-06 12:54:00
224,202405,12,BBE,TNS,Net sales of EUR 100m (+3.0% vs PY) supported by new product ramp-ups; CF for FY confirmed.,W. Chen,EN,2024-05-09 08:25:00
225,202405,12,BBE,EBIT,"EBIT of EUR 6m (6.3% of TNS), +10.4% vs PY; favorable mix and fixed cost discipline.",W. Chen,EN,2024-05-09 08:25:00
226,202405,13,BBE,TNS,"TNS at EUR 71m, up +1.1% vs PY, driven by strong order intake in Home Comfort and positive price effects.",A. Sharma,EN,2024-05-03 15:31:00
227,202405,15,BBE,TNS,"Sales exceed prior year by +4.7% (EUR 50m); volume recovery in key accounts, FX tailwind approx. 0.8pp.",G. Lim,EN,2024-05-08 14:30:00
228,202310,1,BBM,EBIT,"EBIT margin 5.0%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",M. Keller,EN,2023-10-05 17:33:00
229,202310,9,BBM,EBIT,"EBIT margin 4.9%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",R. Thompson,EN,2023-10-07 08:11:00
230,202310,10,BBM,EBIT,"EBIT margin 4.5%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",D. Ramirez,EN,2023-10-09 08:20:00
231,202310,13,BBM,EBIT,"EBIT at EUR 12m (5.1% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",A. Sharma,EN,2023-10-07 09:09:00
232,202310,14,BBM,EBIT,"EBIT margin 4.8%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",T. Sato,EN,2023-10-06 17:40:00
233,202310,15,BBM,EBIT,"EBIT margin 4.7%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",G. Lim,EN,2023-10-07 08:56:00
234,202310,2,BBI,EBIT,"EBIT margin 9.5%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",S. Brandt,EN,2023-10-04 10:16:00
235,202310,15,BBI,EBIT,"EBIT at EUR 5m (9.0% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",G. Lim,EN,2023-10-04 08:05:00
236,202310,3,BBG,EBIT,"EBIT margin 5.3%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",A. Vogel,EN,2023-10-03 09:28:00
237,202310,4,BBG,EBIT,"EBIT margin 4.5%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",C. Winter,EN,2023-10-05 14:29:00
238,202310,11,BBG,EBIT,"EBIT margin 4.9%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",F. Oliveira,EN,2023-10-06 11:23:00
239,202310,12,BBG,EBIT,"EBIT at EUR 17m (5.0% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in BSH Home Appliances.",W. Chen,EN,2023-10-06 12:55:00
240,202310,15,BBG,EBIT,"EBIT margin 5.1%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",G. Lim,EN,2023-10-09 15:07:00
241,202310,5,BBE,EBIT,"EBIT at EUR 13m (5.9% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Building Technologies.",J. Hoffmann,EN,2023-10-08 16:03:00
242,202310,8,BBE,EBIT,"EBIT at EUR 4m (6.2% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Home Comfort.",L. Moreau,EN,2023-10-05 17:54:00
243,202310,12,BBE,EBIT,"EBIT at EUR 6m (5.7% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Home Comfort.",W. Chen,EN,2023-10-03 16:13:00
244,202310,15,BBE,EBIT,"EBIT at EUR 3m (5.8% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Building Technologies.",G. Lim,EN,2023-10-09 13:45:00
245,202311,1,BBM,EBIT,"EBIT at EUR 53m (4.7% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",M. Keller,EN,2023-11-09 11:39:00
246,202311,7,BBM,EBIT,"EBIT at EUR 12m (4.7% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Chassis Systems Control.",P. Novak,EN,2023-11-03 11:48:00
247,202311,8,BBM,EBIT,"EBIT at EUR 12m (4.6% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",L. Moreau,EN,2023-11-03 11:28:00
248,202311,12,BBM,EBIT,"EBIT margin 4.8%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",W. Chen,EN,2023-11-07 15:44:00
249,202311,13,BBM,EBIT,"EBIT at EUR 11m (4.9% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",A. Sharma,EN,2023-11-04 10:44:00
250,202311,14,BBM,EBIT,"EBIT at EUR 19m (4.7% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",T. Sato,EN,2023-11-09 15:33:00
251,202311,2,BBI,EBIT,"EBIT at EUR 31m (9.5% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",S. Brandt,EN,2023-11-08 17:54:00
252,202311,9,BBI,EBIT,"EBIT margin 9.5%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",R. Thompson,EN,2023-11-09 17:06:00
253,202311,15,BBI,EBIT,"EBIT at EUR 4m (9.1% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",G. Lim,EN,2023-11-09 15:35:00
254,202311,3,BBG,EBIT,"EBIT margin 4.8%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",A. Vogel,EN,2023-11-03 11:34:00
255,202311,4,BBG,EBIT,"EBIT margin 4.7%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",C. Winter,EN,2023-11-07 09:58:00
256,202311,11,BBG,EBIT,"EBIT margin 4.7%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",F. Oliveira,EN,2023-11-07 14:30:00
257,202311,12,BBG,EBIT,"EBIT margin 5.0%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",W. Chen,EN,2023-11-08 17:34:00
258,202311,15,BBG,EBIT,"EBIT margin 4.8%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",G. Lim,EN,2023-11-05 12:37:00
259,202311,1,BBE,EBIT,"EBIT at EUR 7m (6.0% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Home Comfort.",M. Keller,EN,2023-11-03 08:06:00
260,202311,5,BBE,EBIT,"EBIT margin 6.1%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",J. Hoffmann,EN,2023-11-06 10:20:00
261,202311,8,BBE,EBIT,"EBIT at EUR 4m (6.4% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Home Comfort.",L. Moreau,EN,2023-11-04 08:47:00
262,202311,12,BBE,EBIT,"EBIT margin 6.2%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",W. Chen,EN,2023-11-07 15:08:00
263,202311,13,BBE,EBIT,"EBIT margin 6.5%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",A. Sharma,EN,2023-11-04 11:01:00
264,202311,15,BBE,EBIT,"EBIT margin 6.4%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",G. Lim,EN,2023-11-09 10:31:00
265,202312,1,BBM,EBIT,"EBIT at EUR 51m (4.8% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",M. Keller,EN,2023-12-04 09:43:00
266,202312,6,BBM,EBIT,"EBIT at EUR 16m (5.1% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",K. Nagy,EN,2023-12-06 10:15:00
267,202312,7,BBM,EBIT,"EBIT margin 4.8%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",P. Novak,EN,2023-12-08 12:14:00
268,202312,8,BBM,EBIT,"EBIT margin 4.6%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",L. Moreau,EN,2023-12-06 11:34:00
269,202312,9,BBM,EBIT,"EBIT at EUR 31m (4.7% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",R. Thompson,EN,2023-12-06 13:50:00
270,202312,10,BBM,EBIT,"EBIT margin 4.9%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",D. Ramirez,EN,2023-12-06 15:29:00
271,202312,11,BBM,EBIT,"EBIT margin 4.9%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",F. Oliveira,EN,2023-12-06 08:22:00
272,202312,13,BBM,EBIT,"EBIT at EUR 10m (4.9% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Powertrain Solutions.",A. Sharma,EN,2023-12-05 08:39:00
273,202312,15,BBM,EBIT,"EBIT margin 4.9%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",G. Lim,EN,2023-12-07 16:31:00
274,202312,2,BBI,EBIT,"EBIT at EUR 28m (9.5% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",S. Brandt,EN,2023-12-09 14:50:00
275,202312,9,BBI,EBIT,"EBIT at EUR 8m (8.6% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",R. Thompson,EN,2023-12-07 09:48:00
276,202312,12,BBI,EBIT,"EBIT at EUR 11m (9.3% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Drive and Control Technology.",W. Chen,EN,2023-12-06 08:20:00
277,202312,12,BBG,EBIT,"EBIT margin 4.5%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",W. Chen,EN,2023-12-08 14:13:00
278,202312,15,BBG,EBIT,"EBIT at EUR 4m (4.5% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in BSH Home Appliances.",G. Lim,EN,2023-12-03 17:34:00
279,202312,1,BBE,EBIT,"EBIT at EUR 7m (6.4% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Home Comfort.",M. Keller,EN,2023-12-04 10:11:00
280,202312,5,BBE,EBIT,"EBIT at EUR 11m (6.1% of TNS), below PY; under-absorption from lower volumes, ramp-up costs in Building Technologies.",J. Hoffmann,EN,2023-12-07 11:14:00
281,202312,8,BBE,EBIT,"EBIT margin 6.5%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",L. Moreau,EN,2023-12-04 15:55:00
282,202312,12,BBE,EBIT,"EBIT margin 6.4%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",W. Chen,EN,2023-12-09 13:16:00
283,202312,13,BBE,EBIT,"EBIT margin 6.4%, pressured by wage inflation and negative mix; recovery plan agreed with GM.",A. Sharma,EN,2023-12-08 12:49:00
